Organism,Count,Year
Streptococcus milleri group,82,2013
Coliform bacteria,79,2013
Neisseria species,78,2013
Bacteroides fragilis,76,2013
Mycobacterium tuberculosis,75,2013
Klebsiella aerogenes,74,2013
Clostridioides difficile,71,2013
Mycobacterium species,70,2013
Morganella morganii,70,2013
Streptococcus agalactiae,69,2013
Streptococcus pneumoniae,64,2013
Bacteroides fragilis group,62,2013
Pseudomonas species,62,2013
Enterobacter cloacae,60,2013
Non-haemolytic streptococcus,47,2013
Aeromonas species,45,2013
Bacteroides species,43,2013
Gram-negative bacilli,42,2013
Corynebacterium striatum,42,2013
Serratia marcescens,41,2013
Rothia mucilaginosa,40,2013
Clostridium perfringens,39,2013
"Streptococcus, group G",38,2013
Serratia species,36,2013
Anaerobic Gram-negative bacilli,34,2013
Trichosporon species,33,2013
Haemophilus influenzae,33,2013
"Streptococcus, viridans group",30,2013
Vibrio vulnificus,30,2013
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,30,2013
Klebsiella oxytoca,28,2013
Pichia kudriavzevii,28,2013
Staphylococcus epidermidis,26,2013
Streptococcus anginosus,25,2013
Streptococcus pyogenes,25,2013
Aeromonas hydrophila,25,2013
Lactobacillus species,25,2013
Streptococcus constellatus,24,2013
Burkholderia cepacia,23,2013
Citrobacter koseri,22,2013
Aspergillus species,22,2013
Elizabethkingia meningoseptica,22,2013
Aspergillus flavus,21,2013
Streptococcus bovis group,20,2013
Anaerobic Gram-positive cocci,19,2013
Cryptococcus neoformans,19,2013
Chryseobacterium indologenes,18,2013
Salmonella Enteritidis,18,2013
Aspergillus fumigatus,18,2013
Salmonella group D,17,2013
Peptostreptococcus species,16,2013
Corynebacterium jeikeium,16,2013
Streptococcus dysgalactiae subsp. equisimilis,15,2013
Flavobacterium species,15,2013
Enterococcus gallinarum,15,2013
Providencia species,14,2013
Prevotella species,13,2013
Corynebacterium species,13,2013
Staphylococcus capitis,12,2013
Enterococcus avium,12,2013
Eggerthella lenta,12,2013
Peptostreptococcus anaerobius,12,2013
Enterococcus casseliflavus,11,2013
Achromobacter xylosoxidans,11,2013
Streptococcus species,11,2013
Anaerobic Gram-positive bacilli,11,2013
Cutibacterium acnes,11,2013
Citrobacter freundii,10,2013
Candida lusitaniae,10,2013
Streptococcus mitis,10,2013
Haemophilus parainfluenzae,9,2013
Leuconostoc species,9,2013
Burkholderia species,9,2013
Haemophilus parahaemolyticus,8,2013
Micrococcus species,8,2013
Providencia stuartii,8,2013
Moraxella catarrhalis,7,2013
Saccharomyces cerevisiae,7,2013
Veillonella species,7,2013
Sphingomonas paucimobilis,6,2013
Achromobacter species,6,2013
Prevotella bivia,6,2013
Fusobacterium species,6,2013
Clostridium species,6,2013
Salmonella Typhi,6,2013
Mycobacterium avium complex,6,2013
Gleimia europaea,5,2013
Talaromyces marneffei,5,2013
Pseudomonas fluorescens,5,2013
Actinomyces species,5,2013
Aeromonas sobria,5,2013
Gram-positive cocci,5,2013
Rothia species,5,2013
Staphylococcus lugdunensis,5,2013
Anaerobic bacteria,5,2013
Candida guilliermondii,5,2013
Trichosporon asahii,4,2013
Streptococcus gallolyticus subspecies pasteurianus,4,2013
Aeromonas caviae,4,2013
Fusarium species,4,2013
Ochrobactrum anthropi,4,2013
Mould,4,2013
Clostridium tertium,4,2013
Trichophyton rubrum,4,2013
Salmonella group C,4,2013
Staphylococcus species,4,2013
Moraxella species,3,2013
Streptococcus intermedius,3,2013
Ralstonia species,3,2013
Arcanobacterium haemolyticum,3,2013
Bacteroides thetaiotaomicron,3,2013
Parabacteroides distasonis,3,2013
Streptococcus salivarius,3,2013
Streptococcus mitis group,3,2013
Gram-positive bacilli,3,2013
Staphylococcus haemolyticus,3,2013
Propionibacterium species,3,2013
Prevotella buccae,3,2013
Enterococcus raffinosus,2,2013
Bilophila wadsworthia,2,2013
Parvimonas micra,2,2013
Gardnerella vaginalis,2,2013
Prevotella melaninogenica,2,2013
Alcaligenes species,2,2013
Fusobacterium varium,2,2013
Bordetella bronchiseptica,2,2013
Solobacterium moorei,2,2013
Plesiomonas shigelloides,2,2013
Gemella species,2,2013
Finegoldia magna,2,2013
Ochrobactrum species,2,2013
Mycobacterium abscessus,2,2013
Comamonas testosteroni,2,2013
Clostridium ramosum,2,2013
Delftia acidovorans,2,2013
Proteus vulgaris,2,2013
Fusobacterium mortiferum,2,2013
Enterobacter cloacae complex,2,2013
Bacteroides eggerthii,2,2013
Lactobacillus acidophilus,2,2013
Bacteroides vulgatus,2,2013
Scotochromogenic mycobacteria,2,2013
Burkholderia cepacia complex,2,2013
Desulfovibrio species,2,2013
Achromobacter denitrificans,2,2013
Peptostreptococcus micros,2,2013
Listeria monocytogenes,2,2013
Lactobacillus salivarius,1,2013
Streptococcus parasanguinis,1,2013
Lactobacillus fermentum,1,2013
Anaerobic diphtheroids,1,2013
Rapid growing mycobacteria,1,2013
Cryptococcus species,1,2013
Kodamaea ohmeri,1,2013
Brevibacterium species,1,2013
Citrobacter youngae,1,2013
Rhodotorula species,1,2013
Aspergillus terreus,1,2013
Bifidobacterium species,1,2013
Candida dubliniensis,1,2013
Shewanella putrefaciens,1,2013
Bacteroides stercoris,1,2013
Citrobacter braakii,1,2013
Acinetobacter lwoffii,1,2013
Roseomonas species,1,2013
Pantoea species,1,2013
Citrobacter amalonaticus,1,2013
Pseudomonas putida,1,2013
Fusobacterium nucleatum,1,2013
Exophiala species,1,2013
Campylobacter jejuni subsp. Jejuni,1,2013
Kluyveromyces marxianus,1,2013
Dialister species,1,2013
Anaerobic Gram-negative cocci,1,2013
Pseudomonas mendocina,1,2013
Bacteroides ovatus,1,2013
Ralstonia picketti,1,2013
Trichosporon mucoides,1,2013
Shewanella algae,1,2013
Enterococcus durans,1,2013
Lactobacillus gasseri,1,2013
Propionibacterium granulosum,1,2013
Salmonella group B,1,2013
Corynebacterium urealyticum,1,2013
Candida famata,1,2013
Granulicatella adiacens,1,2013
Campylobacter species,1,2013
Providencia rettgeri,1,2013
Vibrio fluvialis,1,2013
Kluyvera species,1,2013
Serratia fonticola,1,2013
Shigella sonnei,1,2013
Campylobacter rectus,1,2013
Mycobacterium fortuitum,1,2013
Peptostreptococcus asaccharolyticus,1,2013
Microbacterium species,1,2013
Corynebacterium xerosis,1,2013
Enterobacter asburiae,1,2013
Malassezia furfur,1,2013
Neisseria gonorrhoeae,1,2013
Porphyromonas endodontalis,1,2013
Micrococcus luteus,1,2013
Clostridium sporogenes,1,2013
Non-fermentative Gram-negative bacilli,1,2013
Prevotella intermedia,1,2013
Enterococcus hirae,1,2013
"Vibrio cholerae, non-O1/non-O139",1,2013
Peptoniphilus species,1,2013
Enterocloster clostridioformis,1,2013
Eikenella corrodens,1,2013
Streptococcus iniae,1,2013
Leptotrichia trevisanii,1,2013
Chromobacterium violaceum,1,2013
Actinomyces radingae,1,2013
Streptococcus oralis,1,2013
Acinetobacter ursingii,1,2013
Eubacterium limosum,1,2013
Candida norvegensis,1,2013
Kocuria kristinae,1,2013
Escherichia coli,3786,2014
Candida albicans,2385,2014
Pseudomonas aeruginosa,2369,2014
Methicillin resistant Staphylococcus aureus,1633,2014
Klebsiella species,1371,2014
Enterococcus species,1361,2014
Candida species,1261,2014
"Staphylococcus, coagulase negative",1157,2014
Acinetobacter species,1104,2014
Stenotrophomonas maltophilia,1003,2014
Klebsiella pneumoniae,839,2014
Staphylococcus aureus,783,2014
Acinetobacter baumannii,667,2014
Enterococcus faecium,571,2014
Enterobacter species,513,2014
Yeast,504,2014
Coliform bacteria,350,2014
Candida glabrata,323,2014
Diphtheroids,310,2014
Candida tropicalis,273,2014
Proteus mirabilis,269,2014
Alpha-haemolytic streptococcus,254,2014
Proteus species,234,2014
Candida parapsilosis,193,2014
Mycobacterium species,185,2014
Mycobacterium tuberculosis,184,2014
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,177,2014
Enterococcus faecalis,177,2014
Gram-negative bacilli,174,2014
Corynebacterium striatum,171,2014
Bacillus species,162,2014
Clostridioides difficile,155,2014
Citrobacter species,145,2014
Streptococcus pneumoniae,131,2014
Morganella morganii,130,2014
Neisseria species,127,2014
Streptococcus agalactiae,120,2014
Streptococcus pyogenes,119,2014
Streptococcus milleri group,112,2014
Haemophilus influenzae,95,2014
Aeromonas species,83,2014
Bacteroides fragilis group,82,2014
Anaerobic Gram-negative bacilli,80,2014
Bacteroides fragilis,75,2014
Enterobacter cloacae,72,2014
Pseudomonas species,71,2014
Non-haemolytic streptococcus,71,2014
Burkholderia species,69,2014
Lactobacillus species,69,2014
Staphylococcus epidermidis,66,2014
"Streptococcus, viridans group",64,2014
Rothia mucilaginosa,63,2014
Klebsiella aerogenes,63,2014
Clostridium perfringens,58,2014
Serratia species,57,2014
Pichia kudriavzevii,51,2014
Streptococcus constellatus,50,2014
Bacteroides species,47,2014
"Streptococcus, group G",43,2014
Serratia marcescens,42,2014
Salmonella group D,39,2014
Anaerobic Gram-positive cocci,36,2014
Trichosporon species,34,2014
Burkholderia cepacia,34,2014
Aspergillus fumigatus,34,2014
Aspergillus species,32,2014
Klebsiella oxytoca,32,2014
Flavobacterium species,31,2014
Streptococcus species,30,2014
Streptococcus anginosus,27,2014
Chryseobacterium indologenes,26,2014
Staphylococcus species,24,2014
Corynebacterium species,23,2014
Enterococcus gallinarum,23,2014
Vibrio vulnificus,22,2014
Anaerobic Gram-positive bacilli,22,2014
Micrococcus species,21,2014
Moraxella catarrhalis,21,2014
Achromobacter species,20,2014
Peptostreptococcus species,20,2014
Citrobacter koseri,20,2014
Mycobacterium abscessus,18,2014
Candida lusitaniae,17,2014
Streptococcus bovis group,17,2014
Cryptococcus neoformans,17,2014
Enterococcus avium,16,2014
Aspergillus flavus,16,2014
Aspergillus niger,16,2014
Providencia species,16,2014
Gram-positive bacilli,16,2014
Streptococcus mitis group,16,2014
Streptococcus intermedius,15,2014
Eggerthella lenta,15,2014
Elizabethkingia meningoseptica,14,2014
Staphylococcus capitis,14,2014
Enterobacter cloacae complex,13,2014
Mycobacterium chelonae,13,2014
Clostridium species,13,2014
Sphingomonas paucimobilis,13,2014
Bacteroides thetaiotaomicron,13,2014
Citrobacter freundii,13,2014
Proteus vulgaris,12,2014
Aeromonas caviae,12,2014
Salmonella Enteritidis,11,2014
Streptococcus dysgalactiae subsp. equisimilis,11,2014
Staphylococcus haemolyticus,11,2014
Providencia stuartii,11,2014
Streptococcus mitis,11,2014
Candida guilliermondii,11,2014
Enterococcus casseliflavus,11,2014
Prevotella species,10,2014
Anaerobic Gram-negative cocci,10,2014
Trichosporon asahii,10,2014
Corynebacterium urealyticum,10,2014
Salmonella group B,10,2014
Aeromonas hydrophila,10,2014
Actinomyces species,9,2014
Fusobacterium species,9,2014
Cutibacterium acnes,9,2014
Trichophyton rubrum,9,2014
Prevotella bivia,9,2014
Streptococcus salivarius,8,2014
Talaromyces marneffei,8,2014
Mycobacterium avium complex,8,2014
Haemophilus parainfluenzae,8,2014
Parvimonas micra,7,2014
Streptococcus oralis,7,2014
Vibrio parahaemolyticus,7,2014
Anaerobic bacteria,7,2014
Saccharomyces cerevisiae,7,2014
Achromobacter xylosoxidans,7,2014
Gram-positive cocci,7,2014
Leuconostoc species,7,2014
Ralstonia mannitolilytica,6,2014
Mycobacterium kansasii,6,2014
Non-fermentative Gram-negative bacilli,6,2014
Streptococcus dysgalactiae,6,2014
Enterococcus raffinosus,6,2014
Salmonella group C,6,2014
Streptococcus gallolyticus subspecies pasteurianus,6,2014
Arcanobacterium haemolyticum,6,2014
Corynebacterium jeikeium,6,2014
Rapid growing mycobacteria,6,2014
Eikenella corrodens,5,2014
Micrococcus luteus,5,2014
Aspergillus terreus,5,2014
Staphylococcus lugdunensis,5,2014
Shewanella algae,5,2014
Corynebacterium minutissimum,5,2014
Aeromonas sobria,5,2014
Moraxella species,5,2014
Citrobacter braakii,4,2014
Burkholderia cepacia complex,4,2014
Streptococcus parasanguinis,4,2014
Arcanobacterium species,4,2014
Sphingomonas species,4,2014
Mould,4,2014
Gemella species,4,2014
Rhizobium radiobacter,4,2014
Malassezia pachydermatis,4,2014
Streptococcus sanguinis,4,2014
Pseudomonas putida,4,2014
Eubacterium species,4,2014
Fusobacterium varium,4,2014
Salmonella Typhi,4,2014
Raoultella planticola,4,2014
Absidia species,4,2014
Peptostreptococcus anaerobius,4,2014
Pediococcus species,3,2014
Legionella pneumophila,3,2014
Staphylococcus warneri,3,2014
Candida famata,3,2014
Aeromonas veronii biovar sobria,3,2014
Campylobacter fetus,3,2014
"Mycobacterium, non-TB",3,2014
Kluyveromyces marxianus,3,2014
Aeromonas veronii,3,2014
Proteus penneri,3,2014
Clostridium tertium,3,2014
Malassezia furfur,3,2014
Absidia corymbifera,3,2014
Candida dubliniensis,3,2014
Helcococcus kunzii,3,2014
Bacteroides caccae,3,2014
Veillonella species,3,2014
Rhodotorula species,3,2014
Cupriavidus species,3,2014
Slackia exigua,3,2014
Rothia species,3,2014
Salmonella typhimurium,3,2014
Streptococcus gordonii,3,2014
Mycobacterium tuberculosis complex,3,2014
Bacteroides vulgatus,3,2014
Haemophilus parahaemolyticus,3,2014
Salmonella group E,2,2014
Abiotrophia defectiva,2,2014
Parabacteroides distasonis,2,2014
Streptococcus suis,2,2014
Salmonella Paratyphi A,2,2014
Actinomyces turicensis,2,2014
"Streptococcus, group C",2,2014
Vibrio fluvialis,2,2014
Alcaligenes faecalis,2,2014
Bacteroides eggerthii,2,2014
Bacteroides ovatus,2,2014
Elizabethkingia species,2,2014
Prevotella intermedia,2,2014
Trichosporon mucoides,2,2014
Nocardia farcinica,2,2014
Mycobacterium haemophilum,2,2014
Enterococcus hirae,2,2014
Myroides species,2,2014
Pantoea species,2,2014
Moraxella osloensis,2,2014
Mycobacterium mageritense,2,2014
Candida auris,2,2014
Acinetobacter lwoffii,2,2014
Pseudomonas stutzeri,2,2014
Bacillus cereus,2,2014
Acinetobacter baumannii group,2,2014
Eubacterium limosum,2,2014
Pseudomonas mendocina,2,2014
Campylobacter species,2,2014
Propionibacterium species,2,2014
Nocardia species,2,2014
Pseudomonas pseudoalcaligenes,2,2014
Pseudomonas fluorescens,2,2014
Actinomyces odontolyticus,2,2014
Enterocloster clostridioformis,1,2014
Haemophilus influenzae type B,1,2014
Clostridium disporicum,1,2014
Clostridium ramosum,1,2014
Prevotella denticola,1,2014
Catabacter hongkongensis,1,2014
Peptostreptococcus micros,1,2014
Anaerococcus species,1,2014
Clostridium sporogenes,1,2014
Clostridium innocuum,1,2014
Bacteroides uniformis,1,2014
Campylobacter jejuni subsp. Jejuni,1,2014
Ochrobactrum anthropi,1,2014
Pasteurella multocida,1,2014
Salmonella derby,1,2014
Sphingobacterium species,1,2014
Prevotella loescheii,1,2014
Graphium species,1,2014
Aspergillus versicolor,1,2014
Mycobacterium fortuitum complex,1,2014
Staphylococcus hominis,1,2014
Citrobacter amalonaticus,1,2014
Rhizomucor species,1,2014
Roseomonas species,1,2014
Prevotella melaninogenica,1,2014
Gleimia europaea,1,2014
Desulfovibrio species,1,2014
Helcococcus ovis,1,2014
Actinobaculum schaalii,1,2014
Brevibacterium casei,1,2014
Enterococcus cecorum,1,2014
Lactobacillus fermentum,1,2014
Raoultella ornithinolytica,1,2014
Enterococcus durans,1,2014
Aggregatibacter aphrophilus,1,2014
Staphylococcus cohnii,1,2014
Clostridium bifermentans,1,2014
Dermabacter hominis,1,2014
Listeria monocytogenes,1,2014
Granulicatella adiacens,1,2014
Corynebacterium amycolatum,1,2014
Hafnia alvei,1,2014
Streptococcus gallolyticus,1,2014
Corynebacterium pseudodiphtheriticum,1,2014
Aspergillus nidulans,1,2014
Clostridium glycolicum,1,2014
Haemophilus paraphrophilus,1,2014
Acinetobacter ursingii,1,2014
Campylobacter rectus,1,2014
Staphylococcus saccharolyticus,1,2014
Blautia producta,1,2014
Filifactor alocis,1,2014
Gram-positive coccobacilli,1,2014
Prevotella buccae,1,2014
Synergistes species,1,2014
Comamonas testosteroni,1,2014
Fusobacterium mortiferum,1,2014
Propionibacterium avidum,1,2014
Saccharomyces species,1,2014
Neisseria meningitidis,1,2014
Corynebacterium propinquum,1,2014
Citrobacter youngae,1,2014
Mycobacterium gordonae,1,2014
Shewanella putrefaciens,1,2014
Delftia acidovorans,1,2014
Chryseobacterium species,1,2014
Mycobacterium fortuitum,1,2014
Malassezia species,1,2014
Alcaligenes species,1,2014
Kocuria rhizophila,1,2014
Anaerobic diphtheroids,1,2014
"Vibrio cholerae, non-O1/non-O139",1,2014
Capnocytophaga species,1,2014
Clostridium hathewayi,1,2014
Streptococcus mutans,1,2014
Haemophilus species,1,2014
Acinetobacter junii,1,2014
Solobacterium moorei,1,2014
Aerococcus species,1,2014
Peptoniphilus asaccharolyticus,1,2014
Escherichia coli,5046,2015
Candida albicans,3234,2015
Pseudomonas aeruginosa,2821,2015
Methicillin resistant Staphylococcus aureus,2339,2015
Klebsiella pneumoniae,1683,2015
Klebsiella species,1485,2015
Enterococcus species,1386,2015
"Staphylococcus, coagulase negative",1383,2015
Candida species,1304,2015
Stenotrophomonas maltophilia,1182,2015
Staphylococcus aureus,1061,2015
Acinetobacter species,637,2015
Candida glabrata,623,2015
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,620,2015
Yeast,609,2015
Enterococcus faecium,514,2015
Enterobacter species,513,2015
Proteus mirabilis,449,2015
Diphtheroids,425,2015
Candida tropicalis,420,2015
Acinetobacter baumannii,357,2015
Enterococcus faecalis,342,2015
Corynebacterium striatum,288,2015
Candida parapsilosis,284,2015
Gram-negative bacilli,279,2015
Clostridioides difficile,233,2015
Mycobacterium tuberculosis,230,2015
Alpha-haemolytic streptococcus,219,2015
Bacillus species,218,2015
Coliform bacteria,212,2015
Proteus species,205,2015
Morganella morganii,200,2015
Bacteroides fragilis group,189,2015
Streptococcus pneumoniae,182,2015
Citrobacter species,149,2015
Haemophilus influenzae,135,2015
Enterobacter cloacae complex,129,2015
Aeromonas species,126,2015
Streptococcus agalactiae,125,2015
Streptococcus milleri group,113,2015
Serratia marcescens,111,2015
Bacteroides fragilis,111,2015
Neisseria species,108,2015
Klebsiella aerogenes,106,2015
Mycobacterium species,106,2015
Serratia species,98,2015
Bacteroides species,97,2015
"Streptococcus, group G",90,2015
Streptococcus anginosus,89,2015
Clostridium perfringens,86,2015
Streptococcus pyogenes,80,2015
Rothia mucilaginosa,76,2015
Pichia kudriavzevii,72,2015
Pseudomonas species,72,2015
Citrobacter koseri,70,2015
Salmonella group D,62,2015
Enterobacter cloacae,60,2015
Elizabethkingia meningoseptica,58,2015
Corynebacterium species,57,2015
Lactobacillus species,55,2015
Streptococcus constellatus,54,2015
Klebsiella oxytoca,54,2015
Trichosporon asahii,53,2015
"Streptococcus, viridans group",50,2015
Providencia stuartii,48,2015
Non-haemolytic streptococcus,47,2015
Trichosporon species,44,2015
Anaerobic Gram-negative bacilli,42,2015
Gram-positive bacilli,40,2015
Prevotella species,38,2015
Staphylococcus epidermidis,38,2015
Burkholderia cepacia,36,2015
Vibrio vulnificus,36,2015
Salmonella group B,34,2015
Salmonella Enteritidis,33,2015
Achromobacter species,33,2015
Mycobacterium abscessus,33,2015
Anaerobic Gram-positive cocci,31,2015
Enterococcus avium,31,2015
Citrobacter freundii,30,2015
Enterococcus gallinarum,29,2015
Micrococcus species,29,2015
Streptococcus species,29,2015
Streptococcus mitis group,27,2015
Anaerobic Gram-positive bacilli,26,2015
Candida lusitaniae,25,2015
Talaromyces marneffei,25,2015
Moraxella catarrhalis,24,2015
Cutibacterium acnes,24,2015
Fusobacterium species,23,2015
Peptostreptococcus species,23,2015
Aspergillus fumigatus,22,2015
Streptococcus dysgalactiae subsp. equisimilis,22,2015
Clostridium species,21,2015
Achromobacter xylosoxidans,20,2015
Bacteroides thetaiotaomicron,20,2015
Streptococcus salivarius,20,2015
Staphylococcus lugdunensis,20,2015
Flavobacterium species,19,2015
Cryptococcus neoformans,19,2015
Streptococcus bovis group,18,2015
Aeromonas hydrophila,18,2015
Mycobacterium tuberculosis complex,18,2015
Candida auris,17,2015
Corynebacterium jeikeium,17,2015
Streptococcus intermedius,17,2015
Burkholderia species,17,2015
Veillonella species,16,2015
Eggerthella lenta,16,2015
Staphylococcus haemolyticus,16,2015
Moraxella species,15,2015
Anaerobic bacteria,15,2015
Candida guilliermondii,15,2015
Rhizopus species,15,2015
Aspergillus species,15,2015
Actinomyces species,14,2015
Mycobacterium avium complex,14,2015
Granulicatella adiacens,14,2015
Gram-positive cocci,14,2015
Staphylococcus species,13,2015
Propionibacterium species,13,2015
Enterococcus casseliflavus,13,2015
Streptococcus mitis,12,2015
Proteus vulgaris,12,2015
Chryseobacterium indologenes,11,2015
Staphylococcus capitis,11,2015
Burkholderia cepacia complex,11,2015
Sphingomonas paucimobilis,11,2015
Carbapenem resistant Acinetobacter baumannii,11,2015
Enterococcus raffinosus,11,2015
Streptococcus oralis,11,2015
Corynebacterium urealyticum,11,2015
Candida parapsilosis complex,10,2015
Salmonella group E,10,2015
Haemophilus parainfluenzae,10,2015
Candida dubliniensis,9,2015
Salmonella group C,9,2015
Streptococcus dysgalactiae,9,2015
Ochrobactrum species,9,2015
Mould,9,2015
Streptococcus sanguinis,9,2015
Providencia species,9,2015
Streptococcus gallolyticus subspecies pasteurianus,9,2015
Prevotella intermedia,8,2015
Listeria monocytogenes,8,2015
Shewanella species,8,2015
Staphylococcus caprae,8,2015
Non-fermentative Gram-negative bacilli,7,2015
Delftia acidovorans,7,2015
Aeromonas caviae,7,2015
Streptococcus parasanguinis,7,2015
Aspergillus flavus,6,2015
Pandoraea pnomenusa,6,2015
Fusobacterium mortiferum,6,2015
Gram-positive coccobacilli,6,2015
Fusobacterium nucleatum,6,2015
Trichophyton rubrum,6,2015
Enterococcus hirae,6,2015
Clostridium ramosum,6,2015
Mycobacterium chelonae,6,2015
Mycobacterium kansasii,5,2015
Bacillus cereus group,5,2015
Acinetobacter lwoffii,5,2015
Prevotella melaninogenica,5,2015
Dialister pneumosintes,5,2015
Parabacteroides distasonis,5,2015
Haemophilus parahaemolyticus,5,2015
Malassezia furfur,5,2015
Aggregatibacter actinomycetemcomitans,5,2015
Aeromonas sobria,5,2015
Trichosporon mucoides,5,2015
Clostridium septicum,5,2015
Bifidobacterium species,4,2015
Gemella species,4,2015
Plesiomonas shigelloides,4,2015
Vibrio parahaemolyticus,4,2015
"Streptococcus, group C",4,2015
Fusarium species,4,2015
Shewanella algae,4,2015
Legionella pneumophila,4,2015
Eikenella corrodens,4,2015
Saccharomyces cerevisiae,4,2015
"Mycobacterium, non-TB",4,2015
Gardnerella vaginalis,4,2015
Pantoea species,4,2015
Fusobacterium varium,4,2015
Weissella confusa,3,2015
Rothia species,3,2015
Abiotrophia defectiva,3,2015
Candida metapsilosis,3,2015
Aeromonas veronii biovar sobria,3,2015
Providencia rettgeri,3,2015
Raoultella planticola,3,2015
Parvimonas micra,3,2015
Corynebacterium minutissimum,3,2015
Candida haemulonii,3,2015
Gram-negative coccobacilli,3,2015
Arcanobacterium haemolyticum,3,2015
Chryseobacterium species,3,2015
Mycobacterium fortuitum complex,3,2015
Elizabethkingia species,3,2015
Rapid growing mycobacteria,3,2015
Candida famata,3,2015
Prevotella bivia,3,2015
Anaerobic Gram-negative cocci,3,2015
Vibrio harveyi,3,2015
Leuconostoc species,3,2015
Pseudomonas stutzeri,3,2015
Alcaligenes species,2,2015
Streptococcus alactolyticus,2,2015
Aerococcus species,2,2015
Scedosporium apiospermum,2,2015
Issatchenkia orientalis,2,2015
Prevotella buccae,2,2015
Peptostreptococcus asaccharolyticus,2,2015
Streptococcus gordonii,2,2015
Capnocytophaga species,2,2015
Lactobacillus gasseri,2,2015
Bacteroides ovatus,2,2015
Streptococcus gallolyticus subspecies gallolyticus,2,2015
Bacteroides vulgatus,2,2015
Lactococcus species,2,2015
Finegoldia magna,2,2015
Lactobacillus salivarius,2,2015
Peptostreptococcus anaerobius,2,2015
Staphylococcus hominis,2,2015
Raoultella species,2,2015
Raoultella ornithinolytica,2,2015
Chryseobacterium gleum,2,2015
Absidia species,2,2015
Peptococcus species,2,2015
Streptococcus mutans,2,2015
Gemella morbillorum,2,2015
Fungus,2,2015
Peptoniphilus asaccharolyticus,2,2015
Acid-fast bacillus,2,2015
Clostridium innocuum,2,2015
Clostridium tertium,2,2015
Mycobacterium gordonae,2,2015
Hafnia alvei,2,2015
Cryptococcus species,2,2015
Salmonella Typhi,2,2015
Prevotella disiens,2,2015
Aspergillus niger,2,2015
Kluyveromyces marxianus,2,2015
Salmonella species,2,2015
Roseomonas species,2,2015
Lactobacillus fermentum,1,2015
Peptostreptococcus micros,1,2015
Penicillium species,1,2015
Corynebacterium tuberculostearicum,1,2015
Gram-positive cocci in chains,1,2015
Pediococcus species,1,2015
Aeromonas veronii,1,2015
Neisseria gonorrhoeae,1,2015
Alcaligenes faecalis,1,2015
Shigella flexneri,1,2015
Aspergillus terreus,1,2015
Serratia rubidaea,1,2015
Ruminococcus species,1,2015
Campylobacter jejuni,1,2015
Haemophilus haemolyticus,1,2015
Rhodotorula species,1,2015
Campylobacter fetus,1,2015
Candida utilis,1,2015
Rhodotorula rubra,1,2015
Bacillus megaterium,1,2015
Vibrio alginolyticus,1,2015
Scopulariopsis species,1,2015
Salmonella Paratyphi A,1,2015
Neisseria cinerea,1,2015
Pasteurella multocida,1,2015
Cladosporium species,1,2015
Pseudomonas fluorescens,1,2015
Actinomyces odontolyticus,1,2015
Moraxella osloensis,1,2015
Kluyvera species,1,2015
Escherichia species,1,2015
Enterobacter asburiae,1,2015
Staphylococcus auricularis,1,2015
Acinetobacter junii,1,2015
Campylobacter species,1,2015
Mycobacterium neoaurum,1,2015
Edwardsiella tarda,1,2015
Capnocytophaga sputigena,1,2015
Rothia dentocariosa,1,2015
Candida nivariensis,1,2015
Brevibacterium species,1,2015
Salmonella typhimurium,1,2015
Eubacterium species,1,2015
Citrobacter braakii,1,2015
Porphyromonas species,1,2015
Vogesella perlucida,1,2015
Micrococcus luteus,1,2015
Neisseria meningitidis,1,2015
Pseudomonas putida,1,2015
Trichophyton mentagrophytes,1,2015
Comamonas species,1,2015
Campylobacter coli,1,2015
Sphingomonas species,1,2015
Burkholderia pseudomallei,1,2015
Microbacterium species,1,2015
Corynebacterium macginleyi,1,2015
Neisseria flavescens,1,2015
Shewanella putrefaciens,1,2015
"Vibrio cholerae, non-O1/non-O139",1,2015
Prevotella baroniae,1,2015
Clavispora lusitaniae,1,2015
Kluyvera georgiana,1,2015
Arcanobacterium species,1,2015
Trichophyton species,1,2015
Ochrobactrum intermedium,1,2015
Pseudomonas fulva,1,2015
Trueperella bernardiae,1,2015
Leclercia adecarboxylata,1,2015
Bacillus cereus,1,2015
Citrobacter werkmanii,1,2015
Globicatella sulfidifaciens,1,2015
Streptococcus infantarius,1,2015
Lactobacillus paracasei,1,2015
Corynebacterium pseudodiphtheriticum,1,2015
Mycobacterium fortuitum,1,2015
Aggregatibacter aphrophilus,1,2015
Cyberlindnera fabianii,1,2015
Bacteroides uniformis,1,2015
Fusobacterium necrophorum,1,2015
Paecilomyces species,1,2015
Bacteroides stercoris,1,2015
Solobacterium moorei,1,2015
Anaerococcus species,1,2015
Veillonella parvula,1,2015
Prevotella oris,1,2015
Bacteroides caccae,1,2015
Acremonium species,1,2015
Escherichia coli,7053,2016
Candida albicans,4210,2016
Pseudomonas aeruginosa,3934,2016
Methicillin resistant Staphylococcus aureus,2680,2016
Klebsiella pneumoniae,2572,2016
Klebsiella species,1576,2016
"Staphylococcus, coagulase negative",1523,2016
Enterococcus species,1407,2016
Stenotrophomonas maltophilia,1388,2016
Staphylococcus aureus,1313,2016
Candida species,1274,2016
Enterococcus faecium,1080,2016
